env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
fruit-tree-stoch-depth-7,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
199,0.000222115,99,88.8113,0.499981,0,0.0215978,99.9979,0.030758,3.82634,3.92418
200,0.0001,99,100,0.0001,0,100,100,100,3.82146,3.92418
201,0.000367661,72,76.231,0.276815,0,99.9998,99.9976,99.9907,3.78759,3.92418
202,0.499977,45,52.574,0.000428374,1,0.0743085,99.9956,0.0793954,3.83329,3.92418
203,0.000418289,33,48.1359,0.499928,1,0.0649365,99.9849,0.0770728,3.81067,3.92418
204,0.000369565,1,62.4579,0.213279,0,0.0663536,100,99.9935,3.80417,3.92418
205,0.499982,39,99.9997,0.000208045,0,0.0331371,0.0231652,0.031701,3.82597,3.92418
206,0.000508219,49,67.9746,0.000319613,1,99.9944,0.055627,0.0760487,3.82487,3.92418
207,0.49995,15,59.4616,0.234203,1,0.190718,99.9876,0.195589,3.84737,3.92418
208,0.298002,19,22.1161,0.360773,0,96.9926,3.65439,96.2243,3.82863,3.92418

Best eval with params:
eval (mc_estimate_expected_utility) = 3.92418
smdents_entropy_temp_visits_scale = 99.9998
smbts_search_temp_decay_visits_scale = 0.0169477
smbts_epsilon = 0.2618
smbts_search_temp = 64.8564
smdents_entropy_temp_init = 99.998
smbts_use_search_temp_decay = 1
sm_split_visit_thresh = 1
sm_l_inf_thresh = 0.499984
