env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
resource-gathering-timed-v0,smbts,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
153,0.000149442,62,59.554,0.000150698,0,59.1333,-0.231565,-0.228745
154,0.13575,64,93.6671,0.0373115,0,64.8076,-0.238618,-0.228745
155,0.000145359,62,68.1297,0.000149348,0,58.6595,-0.234916,-0.228745
156,0.000150416,75,0.0289781,0.000144203,1,0.0191517,-0.241013,-0.228745
157,0.000144138,51,0.018491,0.000148878,1,0.0200092,-1.07928,-0.228745
158,0.492602,9,0.0179762,0.000153318,0,2.3823,-0.248424,-0.228745
159,0.499992,4,0.0188026,0.000148566,1,2.48488,-0.239795,-0.228745
160,0.000199598,47,0.0171151,0.220397,1,0.0155638,-0.235264,-0.228745
161,0.499992,7,0.0185368,0.000150065,1,0.0202495,-0.24485,-0.228745
162,0.000144918,11,99.9988,0.499096,0,99.9976,-0.239568,-0.228745
163,0.000149178,24,99.9985,0.499995,0,99.9991,-0.238476,-0.228745
164,0.000144078,14,99.999,0.499989,0,99.9975,-0.239419,-0.228745
165,0.000145679,55,0.0194697,0.499985,0,42.1941,-0.238761,-0.228745
166,0.000147911,12,0.0197837,0.238426,0,0.0194592,-0.243223,-0.228745
167,0.000620538,56,0.104771,0.0104664,1,0.115956,-0.239549,-0.228745
168,0.000143406,16,6.80679,0.269313,0,0.0192575,-0.240603,-0.228745
169,0.000435016,60,0.083199,0.00148676,1,0.0860378,-0.243314,-0.228745
170,0.000454079,76,0.160431,0.0661984,1,0.0306635,-0.240764,-0.228745
171,0.499996,14,21.1382,0.145869,1,99.9974,-0.24331,-0.228745
172,0.499992,11,0.0194796,0.211252,1,99.999,-0.23772,-0.228745
173,0.499995,17,0.0184871,0.191344,1,99.9976,-0.245248,-0.228745
174,0.000143582,19,99.5421,0.499994,0,99.9976,-0.231878,-0.228745
175,0.000143262,20,99.4613,0.499989,0,99.9976,-0.236047,-0.228745
176,0.00977618,92,47.175,0.189834,1,8.93736,-0.23534,-0.228745
177,0.00014429,20,99.1345,0.499995,0,99.9968,-0.235082,-0.228745
178,0.00014411,17,99.999,0.499988,0,99.9975,-0.23726,-0.228745
179,0.499994,84,99.9985,0.499201,1,0.0190997,-0.235119,-0.228745
180,0.000283522,82,0.02334,0.0644016,1,0.069585,-0.237911,-0.228745
181,0.000144719,8,99.9985,0.154732,0,0.0199938,-0.237374,-0.228745
182,0.000143476,10,99.9981,0.218809,0,0.0194537,-0.243818,-0.228745
183,0.283561,94,0.0205459,0.0894843,0,99.9973,-0.240428,-0.228745
184,0.000150548,5,99.9982,0.0001,0,0.0195895,-0.307134,-0.228745
185,0.00014327,14,99.9981,0.216802,0,0.0193609,-0.236836,-0.228745
186,0.499994,84,2.08446,0.0333865,1,99.9975,-0.244715,-0.228745
187,0.000128466,23,99.9996,0.376713,0,0.0216528,-0.237803,-0.228745
188,0.00014413,17,99.9984,0.27173,0,0.0192476,-0.243102,-0.228745
189,0.000163378,97,99.9973,0.499996,0,0.0262663,-0.236247,-0.228745
190,0.000187858,96,99.9974,0.499987,0,0.0276001,-0.232985,-0.228745
191,0.000141705,70,99.999,0.499968,0,0.0189961,-0.242313,-0.228745
192,0.000141877,83,99.9988,0.499991,0,0.0190785,-0.238473,-0.228745
193,0.5,97,99.9998,0.0001,1,23.2054,-0.233171,-0.228745
194,0.499995,97,99.9998,0.339046,1,50.7337,-0.243382,-0.228745
195,0.499997,95,99.9973,0.0755097,1,0.0199287,-0.240108,-0.228745
196,0.5,93,99.9992,0.208459,1,0.0208278,-0.23423,-0.228745
