env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
deep-sea-treasure-vamplew-stoch,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
140,0.000143715,99,0.0191806,0.158597,1,99.9979,0.0138539,99.9998,-0.781043,-0.558463
141,0.000131664,99,0.0180251,0.114018,1,99.9969,0.0106465,99.9976,-1.90767,-0.558463
142,0.000148483,99,0.0190933,0.170318,1,71.2374,0.00905718,99.9967,-1.16639,-0.558463
143,0.000152525,99,0.020259,0.174314,1,100,0.00998125,99.9996,-1.59689,-0.558463
144,0.000148629,99,0.0194853,0.142335,1,55.2318,0.00864763,99.9986,-0.685907,-0.558463
145,0.000140821,99,0.0192851,0.125373,1,59.881,0.00920194,99.9974,-0.748431,-0.558463
146,0.0001499,99,0.0160541,0.156748,1,50.1605,0.0094289,99.997,-0.669717,-0.558463
147,0.000150982,99,0.020099,0.155801,1,50.6915,0.00943105,99.9976,-2.52369,-0.558463
148,0.000149585,99,0.0150501,0.0989445,1,69.0517,0.00857722,99.9968,-1.33963,-0.558463
149,0.0001311,99,0.0192576,0.10256,1,100,0.0109721,99.9952,-0.632328,-0.558463
150,0.000136666,99,0.0183374,0.102754,1,99.9994,0.01092,99.9986,-2.17723,-0.558463
151,0.000132165,99,0.019676,0.0942402,1,50.6024,0.00993685,99.9981,-1.57908,-0.558463
152,0.00014231,1,45.5656,0.0871882,1,99.9974,0.0101763,0.0188033,-1.99426,-0.558463
153,0.000140601,99,0.022269,0.16368,0,0.01,0.0085234,99.9956,-1.89661,-0.558463
154,0.000184607,99,0.0241186,0.0993428,0,37.3369,0.0187066,99.9959,-1.59548,-0.558463
155,0.000150667,99,0.0200927,0.156482,1,100,0.0124656,0.019736,-1.0793,-0.558463
156,0.000236502,99,0.038374,0.447011,1,53.5932,0.0199793,0.0294201,-1.28789,-0.558463
157,0.000168401,99,0.0221817,0.19613,1,0.0219521,0.00963275,0.0203616,-1.11751,-0.558463
158,0.000155025,99,0.0194248,0.192574,1,0.0171473,0.0111384,0.0206703,-0.839323,-0.558463
159,0.000141896,99,0.0216252,0.168846,1,46.6096,0.0116553,0.019913,-0.854366,-0.558463
160,0.000147958,1,17.7836,0.000130229,1,99.9997,99.9973,0.0202584,-1.49559,-0.558463
161,0.000149521,99,17.5296,0.00015281,1,99.9988,0.0100704,0.0202228,-2.35929,-0.558463
162,0.479211,1,17.8927,0.499987,1,87.287,99.999,99.996,-2.84952,-0.558463
163,0.000152126,99,16.8117,0.499988,0,0.0207423,0.0118223,99.9973,-4.68305,-0.558463
164,0.000144376,1,69.2353,0.438868,0,6.66319,99.9951,94.6632,-3.38951,-0.558463
165,0.000149036,21,56.9043,0.5,0,0.0194314,99.999,99.9986,-3.48881,-0.558463
166,0.225762,1,41.3177,0.311823,1,21.3857,56.1569,99.9978,-2.68503,-0.558463
167,0.499988,1,70.0191,0.499994,1,0.0314378,99.9964,99.9901,-3.43293,-0.558463
168,0.499993,1,48.4495,0.499989,1,0.0205891,99.997,99.9972,-5.12875,-0.558463
169,0.499999,94,71.2103,0.000149284,0,99.9972,0.0141826,0.0219288,-3.56033,-0.558463
170,0.000142691,99,0.0179076,0.194487,1,52.8888,0.0113885,0.0206664,-1.70222,-0.558463
171,0.000148199,99,0.0184676,0.256774,1,0.0191766,0.0106595,0.0204829,-1.18108,-0.558463
172,0.000156261,99,0.0161477,0.221461,1,0.0204784,0.00956765,99.9972,-1.8962,-0.558463
173,0.000142093,99,28.3195,0.153013,1,99.9976,99.9979,99.9981,-1.97401,-0.558463
174,0.000158286,1,0.0203099,0.0643665,1,99.9991,0.00940428,99.9971,-0.852276,-0.558463
175,0.00013546,34,0.0156103,0.087948,1,99.9989,0.0100949,99.9995,-2.13636,-0.558463
176,0.000149536,99,18.7783,0.159198,1,69.3025,0.0106068,0.0205097,-1.46613,-0.558463
177,0.000178063,99,32.6591,0.170285,1,100,0.0146709,0.0185738,-2.10185,-0.558463
178,0.000177433,99,0.0253471,0.171013,1,43.4094,0.0182091,0.024231,-2.60409,-0.558463
179,0.000167405,1,0.0193057,0.0544315,1,58.967,0.0109134,0.0208624,-1.20699,-0.558463
180,0.000156471,99,56.1495,0.00015919,1,99.9994,99.9969,99.9972,-2.66928,-0.558463
181,0.5,99,59.0872,0.5,1,100,100,100,-3.38768,-0.558463
182,0.000153939,99,12.9562,0.000154549,1,41.4735,0.0125019,0.0224918,-1.78262,-0.558463
183,0.499996,99,25.0944,0.000152919,1,99.998,0.0081603,99.997,-1.61132,-0.558463
184,0.5,99,0.01,0.0001,1,100,0.001,100,-2.84391,-0.558463
185,0.000143885,99,0.0139738,0.317251,0,76.9901,0.0159029,99.9997,-2.62464,-0.558463
186,0.5,99,37.2704,0.0001,1,100,0.001,100,-2.67058,-0.558463
187,0.5,1,100,0.5,0,100,100,0.01,-5.36374,-0.558463
188,0.000159054,1,14.5754,0.258516,1,99.9995,0.0112463,99.998,-1.20246,-0.558463
189,0.0001819,99,11.1422,0.296018,1,99.9976,0.0174763,0.0262115,-1.20051,-0.558463
190,0.000147379,1,0.017774,0.230311,1,35.0469,0.00713425,0.0188973,-0.696044,-0.558463
191,0.000155561,99,0.0169339,0.237163,1,99.9983,0.0101929,0.019706,-2.14785,-0.558463
192,0.000145648,99,0.0178016,0.307381,1,0.0195459,0.0108556,0.0197558,-1.51183,-0.558463
193,0.000147229,99,0.0193335,0.309628,1,44.5809,0.0128132,0.0213433,-1.81309,-0.558463
194,0.000133412,1,0.0172233,0.177645,1,37.3453,0.0109812,0.0211469,-0.984133,-0.558463
195,0.000156294,1,0.0184006,0.175577,1,38.2323,0.011208,0.0198265,-1.38443,-0.558463
196,0.000150412,1,0.0169919,0.127575,1,44.226,0.011056,0.0198256,-2.32278,-0.558463
197,0.000159378,99,0.0200406,0.239874,1,0.0221452,99.998,0.0215512,-0.729127,-0.558463
198,0.000157113,99,0.0130679,0.239639,1,0.0188419,99.9991,0.0185639,-2.15976,-0.558463
199,0.499994,99,0.0195178,0.223667,1,99.9976,0.011241,99.9974,-1.67084,-0.558463

Best eval with params:
eval (mc_estimate_expected_utility) = -0.558463
smdents_entropy_temp_visits_scale = 0.0201557
smbts_search_temp_decay_visits_scale = 99.9994
smbts_epsilon = 0.0980546
smbts_search_temp = 0.0183093
smdents_entropy_temp_init = 0.00915744
smbts_use_search_temp_decay = 1
sm_split_visit_thresh = 1
sm_l_inf_thresh = 0.000139463
